OID_,id,Longitude,Latitude,Sites,b1_170103,b2_170103,b3_170103,b1_170115,b2_170115,b3_170115,b1_170127,b2_170127,b3_170127,b1_170208,b2_170208,b3_170208,b1_170220,b2_170220,b3_170220,b1_170304,b2_170304,b3_170304,b1_170316,b2_170316,b3_170316,b1_170328,b2_170328,b3_170328,b1_170409,b2_170409,b3_170409,b1_170421,b2_170421,b3_170421,b1_170503,b2_170503,b3_170503,b1_170515,b2_170515,b3_170515,b1_170527,b2_170527,b3_170527,b1_170608,b2_170608,b3_170608,b1_170702,b2_170702,b3_170702,b1_170714,b2_170714,b3_170714,b1_170726,b2_170726,b3_170726,b1_170807,b2_170807,b3_170807,b1_170819,b2_170819,b3_170819,b1_170831,b2_170831,b3_170831,b1_170912,b2_170912,b3_170912,b1_170924,b2_170924,b3_170924,b1_171006,b2_171006,b3_171006,b1_171018,b2_171018,b3_171018,b1_171030,b2_171030,b3_171030,b1_171111,b2_171111,b3_171111,b1_171123,b2_171123,b3_171123,b1_171205,b2_171205,b3_171205,b1_171217,b2_171217,b3_171217,b1_171229,b2_171229,b3_171229,b1_180110,b2_180110,b3_180110,b1_180122,b2_180122,b3_180122,b1_180203,b2_180203,b3_180203,b1_180215,b2_180215,b3_180215,b1_180227,b2_180227,b3_180227,b1_180311,b2_180311,b3_180311,b1_180323,b2_180323,b3_180323,b1_180404,b2_180404,b3_180404,b1_180416,b2_180416,b3_180416,b1_180428,b2_180428,b3_180428,b1_180510,b2_180510,b3_180510,b1_180522,b2_180522,b3_180522,b1_180603,b2_180603,b3_180603,b1_180615,b2_180615,b3_180615,b1_180627,b2_180627,b3_180627,b1_180709,b2_180709,b3_180709,b1_180721,b2_180721,b3_180721,b1_180802,b2_180802,b3_180802,b1_180814,b2_180814,b3_180814,b1_180826,b2_180826,b3_180826,b1_180907,b2_180907,b3_180907,b1_180919,b2_180919,b3_180919,b1_181001,b2_181001,b3_181001,b1_181013,b2_181013,b3_181013,b1_181025,b2_181025,b3_181025,b1_181106,b2_181106,b3_181106,b1_181118,b2_181118,b3_181118,b1_181130,b2_181130,b3_181130,b1_181212,b2_181212,b3_181212,b1_181224,b2_181224,b3_181224,b1_190105,b2_190105,b3_190105,b1_190117,b2_190117,b3_190117,b1_190210,b2_190210,b3_190210,b1_190222,b2_190222,b3_190222,b1_190306,b2_190306,b3_190306,b1_190318,b2_190318,b3_190318,b1_190330,b2_190330,b3_190330,b1_190411,b2_190411,b3_190411,b1_190423,b2_190423,b3_190423,b1_190505,b2_190505,b3_190505,b1_190517,b2_190517,b3_190517,b1_190529,b2_190529,b3_190529,b1_190610,b2_190610,b3_190610,b1_190622,b2_190622,b3_190622,b1_190704,b2_190704,b3_190704,b1_190716,b2_190716,b3_190716,b1_190728,b2_190728,b3_190728,b1_190809,b2_190809,b3_190809,b1_190821,b2_190821,b3_190821,b1_190902,b2_190902,b3_190902,b1_190926,b2_190926,b3_190926,b1_191008,b2_191008,b3_191008,b1_191020,b2_191020,b3_191020,b1_191101,b2_191101,b3_191101,b1_191113,b2_191113,b3_191113,b1_191125,b2_191125,b3_191125,b1_191207,b2_191207,b3_191207,b1_191219,b2_191219,b3_191219,b1_191231,b2_191231,b3_191231,b1_200112,b2_200112,b3_200112,b1_200124,b2_200124,b3_200124,b1_200205,b2_200205,b3_200205,b1_200217,b2_200217,b3_200217,b1_200229,b2_200229,b3_200229,b1_200312,b2_200312,b3_200312,b1_200324,b2_200324,b3_200324,b1_200405,b2_200405,b3_200405,b1_200417,b2_200417,b3_200417,b1_200429,b2_200429,b3_200429,b1_200511,b2_200511,b3_200511,b1_200523,b2_200523,b3_200523,b1_200604,b2_200604,b3_200604,b1_200616,b2_200616,b3_200616,b1_200628,b2_200628,b3_200628,b1_200710,b2_200710,b3_200710,b1_200722,b2_200722,b3_200722,b1_200803,b2_200803,b3_200803,b1_200815,b2_200815,b3_200815,b1_200827,b2_200827,b3_200827,b1_200908,b2_200908,b3_200908,b1_200920,b2_200920,b3_200920,b1_201002,b2_201002,b3_201002,b1_201014,b2_201014,b3_201014,b1_201026,b2_201026,b3_201026,b1_201107,b2_201107,b3_201107,b1_201201,b2_201201,b3_201201,b1_201213,b2_201213,b3_201213,b1_201225,b2_201225,b3_201225,b1_210106,b2_210106,b3_210106,b1_210118,b2_210118,b3_210118,b1_210130,b2_210130,b3_210130,b1_210211,b2_210211,b3_210211,b1_210223,b2_210223,b3_210223,b1_210307,b2_210307,b3_210307,b1_210319,b2_210319,b3_210319,b1_210331,b2_210331,b3_210331,b1_210412,b2_210412,b3_210412,b1_210424,b2_210424,b3_210424,b1_210506,b2_210506,b3_210506,b1_210530,b2_210530,b3_210530,b1_210611,b2_210611,b3_210611,b1_210623,b2_210623,b3_210623,b1_210705,b2_210705,b3_210705,b1_210717,b2_210717,b3_210717,b1_210729,b2_210729,b3_210729,b1_210810,b2_210810,b3_210810,b1_210822,b2_210822,b3_210822,b1_210903,b2_210903,b3_210903,b1_210927,b2_210927,b3_210927,b1_211009,b2_211009,b3_211009,b1_211021,b2_211021,b3_211021,b1_211102,b2_211102,b3_211102,b1_211114,b2_211114,b3_211114,b1_211220,b2_211220,b3_211220
0,1,115.945716666999999,42.006638888900000,S1,0.0033261,0.0314520,31.5125008,0.0027605,0.0234325,31.6574001,0.0037528,0.0337221,31.2945004,0.0038714,0.0267714,31.4200001,0.0023257,0.0195408,31.3022003,0.0013072,0.0243870,31.6564007,0.0035746,0.0321723,31.4379005,0.0028872,0.0302021,31.5039997,0.0023044,0.0218852,31.5678005,0.0041450,0.0337618,31.4932003,0.0020550,0.0208394,31.3568993,0.0026904,0.0259707,31.3006992,0.0025600,0.0230146,31.4675007,0.0034050,0.0207145,31.5753002,0.0074938,0.0754547,31.3624001,0.0153408,0.1424870,31.2924995,0.0196735,0.1277210,31.5641994,0.0210252,0.1519220,31.5767002,0.0429124,0.1141270,31.6555996,0.0230225,0.0748748,31.5837002,0.0094324,0.0651283,31.4804001,0.0037548,0.0347902,31.5730991,0.0025582,0.0498133,31.5363007,0.0023416,0.0409347,31.5641994,0.0016753,0.0316684,31.3491993,0.0024280,0.0380539,31.3104000,0.0022607,0.0279091,31.3782005,0.0017865,0.0255248,31.5601006,0.0019398,0.0247456,31.2840996,0.0013276,0.0288830,31.2793007,0.0021708,0.0244704,31.6249008,0.0019225,0.0245144,31.6431007,0.0018161,0.0302766,31.4351006,0.0027141,0.0265678,31.4906006,0.0023868,0.0233379,31.2793999,0.0018083,0.0266070,31.4862003,0.0021509,0.0193798,31.3955994,0.0005229,0.0209677,31.3985996,0.0055070,0.0378648,31.5734997,0.0019542,0.0292503,31.4969006,0.0030229,0.0404372,31.3143997,0.0036878,0.0268270,31.4738007,0.0033637,0.0324859,31.5415001,0.0055966,0.0446276,31.5270996,0.0066979,0.0626169,31.2966003,0.0261299,0.1661920,31.4736004,0.0179205,0.0958463,31.4710007,0.0198814,0.1665190,31.3579998,0.0142227,0.1461780,31.6131992,0.0167097,0.0893327,31.5571003,0.0296912,0.1053290,31.4899998,0.0556809,0.1406660,31.3596992,0.0161368,0.1055630,31.4736996,0.0034078,0.0356099,31.4172993,0.0010009,0.0486286,31.5590000,0.0020908,0.0171128,31.3362007,0.0013690,0.0157010,31.4435997,0.0019340,0.0162551,31.4755001,0.0024488,0.0128017,31.3076992,0.0025182,0.0292154,31.6282005,0.0012484,0.0195272,31.4235992,0.0012857,0.0181591,31.4195995,0.0009304,0.0158094,31.6438999,0.0014603,0.0319300,31.5167999,0.0008948,0.0191546,31.3195000,0.0013626,0.0207166,31.3530998,0.0013031,0.0157038,31.5405006,0.0012054,0.0123382,31.3230991,0.0015686,0.0183562,31.5119991,0.0012732,0.0300095,31.6422005,0.0017035,0.0320138,31.4123993,0.0016147,0.0224766,31.5443001,0.0025938,0.0341647,31.4060001,0.0094549,0.0334060,31.4661999,0.0129995,0.0766544,31.3250008,0.0140021,0.0617858,31.3059006,0.0158625,0.0538135,31.6457005,0.0416814,0.0859932,31.3131008,0.0230315,0.0766797,31.3854008,0.0125789,0.0825670,31.6257000,0.0024934,0.0485858,31.5471001,0.0048516,0.0399901,31.5604000,0.0017308,0.0368726,31.4172993,0.0025288,0.0425841,31.3078995,0.0018808,0.0622281,31.3794003,0.0028438,0.0573658,31.3901005,0.0013241,0.0471359,31.4598999,0.0020998,0.0396197,31.6597996,0.0034939,0.0520317,31.5205002,0.0022574,0.0293190,31.3295994,0.0031756,0.0496768,31.4036007,0.0028965,0.0419004,31.2992001,0.0014679,0.0349511,31.6441994,0.0038582,0.0963732,31.5962009,0.0028522,0.0440796,31.3258991,0.0035925,0.0425776,31.5723000,0.0027805,0.0214182,31.5347004,0.0040105,0.0514998,31.3754005,0.0029704,0.0307016,31.5212002,0.0043626,0.0351907,31.4123993,0.0032535,0.0378740,31.3871994,0.0025536,0.0337233,31.6576004,0.0077862,0.0547624,31.5359993,0.0122850,0.0612557,31.4733009,0.0140926,0.0734549,31.4295006,0.0205003,0.0817104,31.4302006,0.0208209,0.0996785,31.3139992,0.0197844,0.1182910,31.2977009,0.0274198,0.1399910,31.5198994,0.0081049,0.0633464,31.5571995,0.0098982,0.0486494,31.6228008,0.0028984,0.0442771,31.5755997,0.0018005,0.0484149,31.4916992,0.0008694,0.0283818,31.4999008,0.0018873,0.0306796,31.3129997,0.0017413,0.0306874,31.3453999,0.0019420,0.0257078,31.3617992,0.0011425,0.0315950,31.5037994,0.0016615,0.0173440,31.2929993,0.0022253,0.0317180,31.6061001,0.0012259,0.0306023,31.4148006,0.0042494,0.0754848,31.4477997,0.0019868,0.0489923,31.3425999,0.0010993,0.0529664,31.5121994,0.0041675,0.0507968,31.3756008,0.0014048,0.0291438,31.5716991,0.0018670,0.0310757,31.4265995,0.0027306,0.0433265,31.4300995,0.0015944,0.0394087,31.3878994,0.0050831,0.0386859,31.5655003,0.0062380,0.0589279,31.5632992,0.0168501,0.0676793,31.4731007,0.0175826,0.1354120,31.3001995,0.0133702,0.0747906,31.2994003,0.0209266,0.1036660,31.3868008,0.0293351,0.0683778,31.2971001,0.0302862,0.0782806,31.5986996,0.0204039,0.1175340,31.3166008,0.0116363,0.0614481,31.4619999,0.0067690,0.0526688,31.4360008,0.0073969,0.0449865,31.3462009,0.0050357,0.0496257,31.5615005,0.0035631,0.0450637,31.4302998,0.0046195,0.0502046,31.5758991
1,2,115.937799999999996,42.040172222199999,S2,0.0027287,0.0193287,31.9393997,0.0020861,0.0185924,31.9321995,0.0022987,0.0201198,31.9850006,0.0026718,0.0193444,31.9410000,0.0022969,0.0241154,31.9617996,0.0037461,0.0577104,31.9311008,0.0036846,0.0418048,31.9508991,0.0023653,0.0333108,31.9459000,0.0028573,0.0135478,31.9540997,0.0020534,0.0146900,31.9470997,0.0023757,0.0341441,31.9531002,0.0035106,0.0138001,31.9589005,0.0045021,0.0144458,31.9573002,0.0020466,0.0157445,31.9321003,0.0029374,0.0221684,31.9810009,0.0036010,0.0143153,31.9494991,0.0056849,0.0266567,31.9521999,0.0039257,0.0164418,31.9435005,0.0029888,0.0138954,31.9206009,0.0043180,0.0161695,31.9493008,0.0026955,0.0116619,31.9549999,0.0025333,0.0140686,31.9484997,0.0022223,0.0119303,31.9493008,0.0012701,0.0225110,31.9535007,0.0014404,0.0092870,31.9507999,0.0015806,0.0141377,31.9300995,0.0017549,0.0141972,31.9542007,0.0011364,0.0153336,31.9323997,0.0018600,0.0089289,31.9498005,0.0021415,0.0118177,31.9340992,0.0021943,0.0157656,31.9680004,0.0015307,0.0163430,31.9438000,0.0016680,0.0109699,31.9587002,0.0016170,0.0130189,31.9370003,0.0012937,0.0101045,31.9374008,0.0026754,0.0115448,31.9549007,0.0012002,0.0104434,32.0029984,0.0023962,0.0114881,31.9853001,0.0018962,0.0117293,31.9440994,0.0013294,0.0119122,31.9372005,0.0008690,0.0125670,31.9290009,0.0017582,0.0171390,31.9794998,0.0008803,0.0136544,31.9367008,0.0023056,0.0103160,31.9549007,0.0017985,0.0091948,31.9263992,0.0117292,0.0965818,31.9668007,0.0096417,0.0887274,31.9918995,0.0049554,0.0263180,31.9568005,0.0033162,0.0324039,31.9853001,0.0034297,0.0217680,31.9507999,0.0042988,0.0555954,31.9367008,0.0027774,0.0418331,31.9475002,0.0037962,0.0801179,31.9405003,0.0025296,0.0276109,31.9543991,0.0011769,0.0335073,31.9333992,0.0030668,0.0265894,31.9402008,0.0015469,0.0122157,31.9458008,0.0007838,0.0097741,32.0046997,0.0013957,0.0159533,31.9255009,0.0011211,0.0102378,31.9542999,0.0007597,0.0137063,31.9892998,0.0018121,0.0106098,31.9862003,0.0014624,0.0147118,31.9360008,0.0013863,0.0236383,31.9514999,0.0026830,0.0242971,31.9605007,0.0023336,0.0299169,31.9517994,0.0013926,0.0163586,31.9549999,0.0014210,0.0184619,31.9570999,0.0016103,0.0158909,31.9585991,0.0026432,0.0196957,31.9328003,0.0035742,0.0278282,31.9358006,0.0017290,0.0174149,31.9733009,0.0023471,0.0089850,31.9647999,0.0032302,0.0218069,31.9941998,0.0044710,0.0389164,31.9526997,0.0063766,0.0488092,31.9871998,0.0017281,0.0192403,31.9305992,0.0063402,0.0683287,31.9699993,0.0065001,0.0583971,31.9631004,0.0028959,0.0182509,31.9503002,0.0021127,0.0160231,31.9631004,0.0009981,0.0163677,31.9629002,0.0010607,0.0120574,31.9568005,0.0011858,0.0146208,31.9248009,0.0016569,0.0129451,31.9403000,0.0009583,0.0129684,31.9340992,0.0018479,0.0121761,31.9603004,0.0008068,0.0134715,31.9244995,0.0021436,0.0139041,31.9353008,0.0011636,0.0167442,31.9501991,0.0005630,0.0142801,32.0070000,0.0014818,0.0146971,31.9438992,0.0023290,0.0219222,31.9386997,0.0024862,0.0784566,31.9335003,0.0013070,0.0257505,31.9496002,0.0013687,0.0175274,31.9326992,0.0010014,0.0176520,32.0009003,0.0022982,0.0190649,31.9531994,0.0016809,0.0115482,31.9459991,0.0036378,0.0340867,31.9452991,0.0018850,0.0279762,31.9480000,0.0019784,0.0147278,31.9200001,0.0014289,0.0147729,31.9486008,0.0017472,0.0224304,31.9521999,0.0012305,0.0158718,31.9449005,0.0039342,0.0299959,31.9487991,0.0022773,0.0197527,31.9514008,0.0025821,0.0199063,31.9286995,0.0021186,0.0183674,31.9505005,0.0021851,0.0117757,31.9351006,0.0014923,0.0197020,31.9724998,0.0011997,0.0223118,31.9981995,0.0009106,0.0225418,31.9505005,0.0007070,0.0162304,31.9843006,0.0008241,0.0092692,31.9293995,0.0007321,0.0251684,31.9810009,0.0023050,0.0269394,31.9456005,0.0011349,0.0224291,31.9300995,0.0018282,0.0156827,31.9183006,0.0008629,0.0218563,31.9584999,0.0010487,0.0135891,31.9799004,0.0015305,0.0225873,31.9867992,0.0013163,0.0353983,31.9571991,0.0018738,0.0289289,31.9372005,0.0029412,0.0489065,31.9515991,0.0020478,0.0441259,31.9274006,0.0021631,0.0190576,31.9703007,0.0007918,0.0208237,32.0078011,0.0010685,0.0202327,31.9543991,0.0011287,0.0155586,31.9342995,0.0011230,0.0181863,31.9403992,0.0019568,0.0383715,31.9445000,0.0277556,0.1445020,31.9293995,0.0075829,0.0786340,31.9631996,0.0067965,0.0729622,31.9405003,0.0065428,0.0371109,31.9340000,0.0065019,0.0425844,31.9353008,0.0065592,0.0774254,31.9654999,0.0039870,0.0724903,31.9647999,0.0033896,0.0464226,31.9393005,0.0019149,0.0279876,32.0084000,0.0012604,0.0268096,31.9270000,0.0016043,0.0314858,31.9529991,0.0011110,0.0258250,31.9288998
2,3,115.919399999999996,42.057144444400002,S3,0.0054162,0.0173173,32.1601982,0.0034660,0.0189040,32.1501007,0.0036410,0.0146486,32.3167992,0.0032723,0.0176511,32.1851006,0.0035288,0.0121033,32.3713989,0.0037470,0.0287654,32.1432991,0.0024943,0.0182565,32.2673988,0.0027449,0.0180348,32.3814011,0.0019412,0.0118101,32.2402992,0.0014973,0.0105903,32.1669006,0.0028010,0.0245925,32.1735992,0.0023440,0.0117412,32.2190018,0.0022203,0.0157258,32.2500992,0.0020541,0.0155321,32.4534988,0.0036747,0.0247154,32.3916016,0.0029036,0.0223830,32.2569008,0.0079392,0.0307921,32.2440987,0.0033006,0.0157416,32.2305984,0.0067439,0.0247884,32.4580994,0.0044296,0.0157799,32.2402992,0.0030275,0.0146485,32.4553986,0.0018921,0.0104212,32.3911018,0.0024076,0.0121164,32.3736992,0.0022881,0.0174593,32.2666016,0.0020901,0.0103458,32.1637001,0.0026485,0.0163954,32.1684990,0.0022423,0.0110413,32.2412987,0.0020624,0.0134042,32.2028008,0.0024003,0.0090348,32.3681984,0.0019573,0.0105439,32.2177010,0.0017698,0.0093986,32.3543015,0.0027073,0.0109238,32.4103012,0.0020292,0.0195267,32.4277992,0.0018217,0.0093672,32.1577988,0.0011043,0.0115840,32.2076988,0.0040815,0.0100367,32.2336006,0.0012788,0.0080932,32.3451996,0.0005577,0.0107004,32.3730011,0.0013061,0.0135181,32.2192993,0.0014225,0.0127229,32.1605988,0.0019146,0.0128789,32.4528999,0.0014396,0.0134339,32.4072990,0.0009171,0.0117714,32.1194992,0.0009515,0.0111758,32.3651009,0.0015356,0.0115793,32.4267006,0.0067304,0.0637788,32.4155998,0.0106068,0.1064910,32.3885002,0.0045713,0.0246669,32.4230003,0.0057752,0.0303793,32.3170013,0.0034580,0.0197521,32.3806000,0.0076570,0.0589248,32.4922981,0.0038586,0.0576533,32.4872017,0.0055471,0.0745696,32.4994011,0.0024531,0.0330162,32.4528999,0.0023607,0.0396997,32.1974983,0.0013683,0.0360854,32.4434013,0.0007921,0.0187743,32.2041016,0.0013380,0.0101046,32.2737999,0.0010975,0.0135704,32.1642990,0.0012454,0.0092775,32.3708000,0.0009862,0.0136584,32.3532982,0.0012980,0.0106807,32.3781013,0.0009130,0.0122645,32.4151001,0.0021327,0.0273096,32.3787994,0.0012140,0.0318390,32.2737999,0.0019437,0.0421372,32.2504005,0.0012546,0.0288588,32.2288017,0.0021491,0.0298294,32.2422981,0.0016421,0.0190809,32.2204018,0.0015303,0.0323034,32.4146004,0.0018858,0.0228592,32.4747009,0.0026125,0.0323152,32.3334007,0.0020705,0.0227818,32.4179993,0.0023531,0.0191756,32.3720016,0.0078628,0.0420778,32.2457008,0.0071627,0.0368154,32.3146019,0.0044775,0.0267422,32.4621010,0.0079642,0.0604706,32.2825012,0.0061218,0.0490175,32.2803993,0.0043905,0.0238655,32.3862000,0.0020090,0.0154619,32.3684006,0.0020786,0.0167779,32.3704987,0.0007517,0.0132202,32.2835999,0.0025669,0.0130545,32.4473991,0.0015153,0.0211836,32.4642982,0.0015183,0.0097453,32.4758987,0.0012603,0.0113046,32.4258003,0.0010869,0.0103156,32.4695015,0.0013655,0.0140680,32.4438019,0.0011455,0.0146324,32.2243996,0.0028556,0.0245564,32.3317986,0.0042745,0.0253909,32.3959007,0.0024424,0.0167772,32.4182014,0.0031378,0.0513274,32.1262016,0.0012225,0.0266403,32.1496010,0.0015386,0.0250444,32.1146011,0.0011499,0.0159799,32.2835007,0.0013765,0.0271718,32.2272987,0.0011713,0.0148828,32.1338997,0.0043783,0.0376290,32.2322006,0.0030335,0.0424886,32.1882019,0.0023061,0.0174086,32.1407013,0.0018937,0.0144051,32.2173004,0.0055431,0.0306607,32.2056007,0.0037524,0.0246397,32.2505989,0.0037165,0.0356677,32.4496994,0.0050040,0.0286795,32.4373016,0.0051111,0.0314758,32.4837990,0.0053393,0.0291968,32.1372986,0.0048516,0.0220018,32.4342995,0.0033075,0.0232180,32.3448982,0.0033602,0.0215487,32.2837982,0.0027845,0.0145537,32.2028008,0.0009274,0.0124364,32.3219986,0.0012352,0.0147811,32.1556015,0.0016182,0.0121539,32.3651009,0.0021535,0.0193349,32.4416008,0.0015451,0.0127240,32.4292984,0.0013501,0.0103787,32.4616013,0.0027373,0.0208809,32.2902985,0.0026547,0.0152620,32.3898010,0.0034113,0.0337711,32.3754005,0.0038737,0.0533134,32.2760010,0.0014596,0.0248100,32.1572990,0.0039660,0.0418452,32.2435989,0.0015908,0.0296156,32.4416008,0.0021722,0.0227748,32.4160995,0.0020282,0.0204499,32.3409996,0.0018138,0.0184389,32.4463005,0.0011127,0.0145667,32.1214981,0.0024773,0.0130044,32.1963005,0.0025757,0.0346211,32.4429016,0.0151984,0.1609860,32.1660004,0.0121095,0.0604830,32.3030014,0.0112890,0.0483350,32.1699982,0.0093270,0.0378359,32.4108009,0.0070480,0.0335109,32.4054985,0.0186997,0.0715968,32.3036995,0.0057269,0.0877396,32.4392014,0.0062206,0.0338164,32.4987984,0.0019507,0.0294429,32.3273010,0.0026362,0.0271949,32.4457016,0.0039519,0.0360809,32.2747993,0.0013956,0.0226992,32.4131012
3,4,115.935069444000007,42.082669444399997,S4,0.0036216,0.0182806,31.2931004,0.0034410,0.0196113,31.3099995,0.0031137,0.0177854,31.3349991,0.0038974,0.0233341,31.2173004,0.0025786,0.0128184,31.3369007,0.0021202,0.0254622,31.3118000,0.0021712,0.0291124,31.2341995,0.0015042,0.0188579,31.1916008,0.0015448,0.0109942,31.2926006,0.0027911,0.0090818,31.2810001,0.0021425,0.0150370,31.3701000,0.0012146,0.0095348,31.3551998,0.0040296,0.0139168,31.2133007,0.0033631,0.0131677,31.2889004,0.0033904,0.0145825,31.3752995,0.0016364,0.0156127,31.3430004,0.0055314,0.0215882,31.2854004,0.0032213,0.0155593,31.3185005,0.0049244,0.0542382,31.3446007,0.0052282,0.0184968,31.3323002,0.0014241,0.0212046,31.1784000,0.0018224,0.0097698,31.2397003,0.0037881,0.0118266,31.2166004,0.0018670,0.0224822,31.2719994,0.0020051,0.0144043,31.3663998,0.0029172,0.0181074,31.3491001,0.0031085,0.0094482,31.2005997,0.0035336,0.0111097,31.3187008,0.0024174,0.0133917,31.3215008,0.0016973,0.0143223,31.3360004,0.0018520,0.0154125,31.3048000,0.0028388,0.0131341,31.3115005,0.0017107,0.0113717,31.1525002,0.0014029,0.0155842,31.2759991,0.0021108,0.0094812,31.3409996,0.0027004,0.0107387,31.2352009,0.0014193,0.0101955,31.1569004,0.0011864,0.0084957,31.1469994,0.0016109,0.0086579,31.3076000,0.0021035,0.0080129,31.2789001,0.0009182,0.0089459,31.3407001,0.0013488,0.0180424,31.1914997,0.0027007,0.0153278,31.2709999,0.0013639,0.0112535,31.2136002,0.0017635,0.0117380,31.3265991,0.0119405,0.1877840,31.1846008,0.0083779,0.0870977,31.1979008,0.0030546,0.0165603,31.3680992,0.0041529,0.0270543,31.3031998,0.0022327,0.0167427,31.2308006,0.0031051,0.0463406,31.2653008,0.0022770,0.0364352,31.3708992,0.0028859,0.0835602,31.2576008,0.0017877,0.0215828,31.1345997,0.0028633,0.0393163,31.3192005,0.0013678,0.0305387,31.3502007,0.0009688,0.0124656,31.2257004,0.0009680,0.0141219,31.2115002,0.0027041,0.0118858,31.3453999,0.0012365,0.0089780,31.2889996,0.0012024,0.0100957,31.1688995,0.0013355,0.0138345,31.1611996,0.0009450,0.0123866,31.2814999,0.0021440,0.0316142,31.2033005,0.0005471,0.0153245,31.3574009,0.0010116,0.0191965,31.3803997,0.0008564,0.0145423,31.2805004,0.0010450,0.0147835,31.3640003,0.0023152,0.0106603,31.2679005,0.0014278,0.0119113,31.2803993,0.0014190,0.0289056,31.2399998,0.0018532,0.0184190,31.2373009,0.0017729,0.0175948,31.1364002,0.0014578,0.0185078,31.1979008,0.0063002,0.0696518,31.3621998,0.0084101,0.0588986,31.3426991,0.0026983,0.0210295,31.3181992,0.0064675,0.0560919,31.3565998,0.0057966,0.0411240,31.1840000,0.0036819,0.0237395,31.2773991,0.0018032,0.0150205,31.2306004,0.0011353,0.0121834,31.2395000,0.0011112,0.0137071,31.2056007,0.0015787,0.0125063,31.3348999,0.0010109,0.0163863,31.3810997,0.0010771,0.0116691,31.3768005,0.0013198,0.0157620,31.1707993,0.0012530,0.0175427,31.3400993,0.0029381,0.0139304,31.2698994,0.0014190,0.0176513,31.3680992,0.0022299,0.0157419,31.1660995,0.0015288,0.0162708,31.3313999,0.0015791,0.0190065,31.3197994,0.0020089,0.0456280,31.2924004,0.0010403,0.0257411,31.3575001,0.0012877,0.0222903,31.2856998,0.0017217,0.0199163,31.2483997,0.0015118,0.0146494,31.2080002,0.0011218,0.0147415,31.2618008,0.0034029,0.0435473,31.2346001,0.0010524,0.0163374,31.3794994,0.0017929,0.0190857,31.3304996,0.0009361,0.0197191,31.2791996,0.0024667,0.0223257,31.2429008,0.0035479,0.0221914,31.2353992,0.0052475,0.0226866,31.1415997,0.0015555,0.0197257,31.3381996,0.0041647,0.0465462,31.3491993,0.0032093,0.0221847,31.2637997,0.0018702,0.0171561,31.2936993,0.0018358,0.0185461,31.2947998,0.0020125,0.0160790,31.2744999,0.0007503,0.0279128,31.2574005,0.0008912,0.0126393,31.2131004,0.0008001,0.0135206,31.3528996,0.0014292,0.0215176,31.3621998,0.0011448,0.0209452,31.3689003,0.0015265,0.0175735,31.2642002,0.0010478,0.0114492,31.3444996,0.0014783,0.0177400,31.3178005,0.0017023,0.0200642,31.1532993,0.0032115,0.0350634,31.1814003,0.0019552,0.0394345,31.3710003,0.0010021,0.0281599,31.2928009,0.0027279,0.0394678,31.1940002,0.0016544,0.0180193,31.2887993,0.0024468,0.0177038,31.1534996,0.0025502,0.0136760,31.1835003,0.0015537,0.0205424,31.3894005,0.0039348,0.0176281,31.2798996,0.0018598,0.0182341,31.3094997,0.0021383,0.0232657,31.1704006,0.0196228,0.1021850,31.3444004,0.0109587,0.0843598,31.3428993,0.0069171,0.0366891,31.3763008,0.0070950,0.0309501,31.3281002,0.0055937,0.0343599,31.2502995,0.0053406,0.0560569,31.3521996,0.0082165,0.0585798,31.1723003,0.0023430,0.0306756,31.2390995,0.0015795,0.0200007,31.3675003,0.0014619,0.0197567,31.2808990,0.0015181,0.0198359,31.2222004,0.0017309,0.0260511,31.2306995
